created_at,id,text,retweet_count,favorite_count
Tue Oct 20 13:37:53 +0000 2020,1318546986862333954,PF NAS RUAS: FASE 77 DA OPERAÇÃO LAVA JATO NO RIO INVESTIGA PROPINAS NA PETROBRAS NOS GOVERNOS LULA E DILMA https://t.co/madPgIWgVt via @TerraBrasilnot,5,15
Tue Oct 20 13:37:32 +0000 2020,1318546897116672000,"Petrobras recompra US$ 1,6 bilhão em títulos globais https://t.co/7jIpxth3Kg",0,0
Tue Oct 20 13:34:44 +0000 2020,1318546193144815620,"Lava Jato: Polícia Federal cumpre mandados por fraudes na Petrobras; leia mais em https://t.co/g9ggDssBEn...
https://t.co/khDDJm1m7o",0,0
Tue Oct 20 13:32:25 +0000 2020,1318545610245537794,"#GovernoPTista🐀💰🐀💰🐀💰🐀💰🐀💰🐀💰🐀💰🐀💰💰💰🐀💰🐀💰🐀💰🐀💰💰🐀💰🐀💰🐀💰🐀💰🐀💰🐀💰💰💰🐀

PF NAS RUAS: FASE 77 DA OPERAÇÃO LAVA JATO NO RIO INVESTIGA PROPINAS NA PETROBRAS NOS GOVERNOS LULA E DILMA - Terra Brasil Notícias https://t.co/FPytWiRnUX",0,0
Tue Oct 20 13:32:13 +0000 2020,1318545559142174720,"""Estão dilapidando o patrimônio nacional, assim como querem fazer com a Caixa, Eletrobras, Petrobras e tantas outras empresas que contribuem para o desenvolvimento econômico e social do país”, afirma o presidente da Fenae, Sérgio Takemoto.  https://t.co/wWjrWBQvBi",0,1
Tue Oct 20 13:31:47 +0000 2020,1318545451071713285,"A Polícia Federal deflagrou nesta terça-feira (20) a 77ª fase da Operação Lava Jato, dessa vez no Rio de Janeiro e em Niterói. A ação investiga fraudes na gerência executiva de marketing e comercialização da antiga diretoria de abastecimento da Petrobras.",0,0
Tue Oct 20 13:30:59 +0000 2020,1318545251401752576,Lava Jato mira venda de informações privilegiadas na Petrobras https://t.co/1dqd3mafks,2,8
Tue Oct 20 13:30:33 +0000 2020,1318545140097626123,"➡️ Policiais federais cumprem hoje,20 sete mandados de busca e apreensão na 77ª fase da operação Lava Jato, no Rio de Janeiro e em Niterói.
https://t.co/tGTr8pbv3h
#petrobras #PF #terça",0,0
Tue Oct 20 13:30:06 +0000 2020,1318545025609965569,PF cumpre mandados da lava jato contra ex-executivos da Petrobras https://t.co/D00HWEvGdI,0,0
Tue Oct 20 13:30:00 +0000 2020,1318545003858206721,Os sete mandados de busca e apreensão são pela 77ª fase da operação Lava Jato e são cumpridos no Rio de Janeiro e em Niterói. https://t.co/Ne6mULB7ah,0,0
Tue Oct 20 13:29:19 +0000 2020,1318544831006822400,"Petrobras recompra US$ 1,6 bilhão em títulos globais #moneytimes #petrobras #petr3 #petr4  https://t.co/5NHe0sPTSv",0,1
Tue Oct 20 13:28:31 +0000 2020,1318544629982240774,"Lava Jato deflagra operação contra 'esquema criminoso' na Petrobras: 3,3... https://t.co/i88OexDEO3 via @YouTube",0,0
Tue Oct 20 13:28:08 +0000 2020,1318544530384322571,PF NAS RUAS: FASE 77 DA OPERAÇÃO LAVA JATO NO RIO INVESTIGA PROPINAS NA PETROBRAS NOS GOVERNOS LULA E DILMA https://t.co/ZHAXkBUhcv via @TerraBrasilnot,10,14
Tue Oct 20 13:26:35 +0000 2020,1318544142121771010,"Se fosse uma empresa privada, esse prejuízo todo não estaria agora nas costas do povo.

Privatiza tudo, privatiza a @petrobras já!! https://t.co/qetGw73XjL",1,1
Tue Oct 20 13:24:36 +0000 2020,1318543643473596419,Lava Jato: Polícia Federal cumpre mandados por fraudes e propinas em operações da Petrobras https://t.co/Doic9ZMYYp,0,1
Tue Oct 20 13:22:10 +0000 2020,1318543031008698372,"CORRUPÇÃO DO GOVERNO PT
As operações investigadas nesta fase, segundo o MPF, foram realizadas pelos escritórios da Petrobras em Londres, Singapura e Houston, e envolveram a compra e venda de mais de 3,3 bilhões de litros de combustíveis entre 2005 e 2015.

https://t.co/dwB8oCCQe4",0,0
Tue Oct 20 13:21:19 +0000 2020,1318542817610899459,Polícia Federal faz 77 buscas contra ex-executivos da Petrobras no Rio e em Niterói - Notícias - Investigação - https://t.co/oY06KFRXyy https://t.co/Rt6rBoErHw via @nominuto,0,0
Tue Oct 20 13:20:02 +0000 2020,1318542492418134023,"Para não falar que eu estou brincando, podem ler o conteúdo na íntegra, agora eu sou ""culpado"" porque o filho do 7 📷 por ele não ter fechado o contrato com a @petrobras como consta o laudo cível que fora expedido no dia 18/12/2019.

Meus parabéns pela democracia desse país. https://t.co/31CVy9iN0o",0,2
Tue Oct 20 13:19:47 +0000 2020,1318542428991819781,PF NAS RUAS: FASE 77 DA OPERAÇÃO LAVA JATO NO RIO INVESTIGA PROPINAS NA PETROBRAS NOS GOVERNOS LULA E DILMA https://t.co/QOSG7tMnz2 via @TerraBrasilnot,23,56
Tue Oct 20 13:17:33 +0000 2020,1318541868968431619,"minha mãe- professora educação física 
meu pai- administrador de empresa 
minha tia - n sei oq ela faz na Petrobras mas ela faz alguma coisa muito importante lá e é ótima em matemática 

eles pra mim=brainly",0,2
Tue Oct 20 13:17:28 +0000 2020,1318541849011851268,pqp eu lá quero saber qual é a logistica da petrobras,0,0
Tue Oct 20 13:17:21 +0000 2020,1318541817260986370,Nova fase da Lava Jato apura suposta fraude em venda de combustíveis na Petrobras https://t.co/otNsU3maaZ via @ReutersBrasil #ClippingUbrabio,0,0
Tue Oct 20 13:14:02 +0000 2020,1318540981860532224,"Os alvos teriam recebido cerca de R$ 12 milhões para beneficiar empresa em operações de comércio internacional realizadas pelos escritórios da Petrobras em Londres, Singapura e Houston, envolvendo a compra e venda de mais de 3,3 bilhões de litros de combustíveis. https://t.co/jx4IMX6mzJ",0,2
Tue Oct 20 13:12:54 +0000 2020,1318540699223154690,"E compramos refinaria sucateada p 360 milhões d dólares d Astra Oil que pagou 46 milhões de dólares, demos uma refinaria da Petrobrás na Bolívia para o cocaleiro Ivo, Dilma deu de graça 625 ton. de feijão pra Cuba que fez falta, antes vira lata do que jumentos né carniça??? https://t.co/X8GiZtIiV1",4,13
Tue Oct 20 13:10:57 +0000 2020,1318540207768088576,Nova fase da Lava Jato mira suspeitos de cobrar proprina em negócios da Petrobras #HojeEmDia https://t.co/oPLFAOGMiL,4,12
Tue Oct 20 13:10:35 +0000 2020,1318540116818825216,"Lava Jato  
Agentes da Polícia Federal executam nesta terça-feira, 20, nova fase da operação, batizada 'Sem Limites IV. 
Polícia Federal faz 77 buscas contra ex-executivos da Petrobrás no Rio e em Niterói (ESTADÃO)",0,0
Tue Oct 20 13:10:32 +0000 2020,1318540102268817409,"Na 77ª fase, Lava-Jato investiga movimentação de R$ 12 milhões em propinas em transações da Petrobras https://t.co/vVQCnpyIw5",0,2
Tue Oct 20 13:10:00 +0000 2020,1318539967992193026,Lava Jato: Polícia Federal cumpre mandados por fraudes na Petrobras - GRU Diário https://t.co/UkVE1GySyW via @grudiario,0,0
Tue Oct 20 13:08:38 +0000 2020,1318539624650838017,"Funcionários da estatal estariam recebendo propina de empresas estrangeiras em troca de benefícios comerciais.
https://t.co/hi8hCxo1yJ",211,1008
Tue Oct 20 13:07:50 +0000 2020,1318539423320018947,"Decisão sob arbitragem na @petrobras 

https://t.co/40d61uEFTE",0,0
Tue Oct 20 13:06:29 +0000 2020,1318539084957163520,"77ª fase da Lava Jato mira ex-executivos da Petrobrás

Cerca de 40 policiais federais cumprem sete mandados de busca e apreensão –nas cidades do Rio de Janeiro (5) e em Niterói (2). https://t.co/mqkoT3mR5g 📸 Mauro Pimentel/AFP https://t.co/xAZJHWwgvv",0,2
Tue Oct 20 13:05:48 +0000 2020,1318538910935486468,PF fazendo operação na Petrobrás Parabéns!! Combustível sendo exportado e aqui caro,0,0
Tue Oct 20 13:04:40 +0000 2020,1318538625034952705,"Sob o governo Bolsonaro, Petrobrás sofre o maior desmonte da história https://t.co/4koe4xOQY1 via @aepet",0,0
Tue Oct 20 13:02:58 +0000 2020,1318538197832503296,Lava Jato: PF faz operação no RJ contra pessoas ligadas à diretoria da Petrobras | CNN Brasil https://t.co/foufe0ZEft,2,6
Tue Oct 20 13:01:49 +0000 2020,1318537907314085888,"Ativos de risco sobem com esperanças por estímulo; no radar, Petrobras: Espresso - @tradersclubbr  

https://t.co/OYOuWJloR3",0,1
Tue Oct 20 13:01:34 +0000 2020,1318537846614069248,"- Funcionários da Petrobras levaram R$ 12 milhões em propina, diz Lava Jato sobre nova fase da operação. / A Gazeta Brasil
🔻 https://t.co/F8DsJGzY0A",6,8
Tue Oct 20 13:00:55 +0000 2020,1318537683204034560,Os ataques à Petrobras são um teoria da Republica de Curitiba para prejudicar o Estado democrático de direito! #DesculpasDoPT,0,0
Tue Oct 20 12:59:55 +0000 2020,1318537430253867009,"Ativos de risco sobem com esperanças por estímulo; no radar, Petrobras: Espresso
https://t.co/PLKLDijmsw",0,4
Tue Oct 20 12:59:47 +0000 2020,1318537397030834179,"PF NAS RUAS: FASE 77 DA OPERAÇÃO LAVA JATO NO RIO INVESTIGA PROPINAS NA PETROBRAS NOS GOVERNOS LULA E DILMA
https://t.co/d8ay7Brnmh",1,2
Tue Oct 20 12:55:58 +0000 2020,1318536438191894531,"Funcionários da Petrobras levaram R$ 12 milhões em propina, diz Lava Jato sobre nova fase da operação https://t.co/p6Wmka6rfj via @A Gazeta Brasil apresenta as últimas notícias sobre governo Bolsonaro, Lava Jato, Planalto, Congresso, Judiciário, além de notícias dos bastidores.",0,0
Tue Oct 20 12:54:03 +0000 2020,1318535956543275010,"Neste domingo (19), o Sindipetro Bahia esteve em Jequié realizando a ação do #PreçoJusto do gás de cozinha, a $40,00 reais, que faz que faz parte da campanha “A Petrobrás Fica na Bahia”.⠀⠀ https://t.co/OHLZKFV7xB",0,0
Tue Oct 20 12:54:02 +0000 2020,1318535950583160837,"PETROBRAS: Oferta de recompra de títulos no exterior alcança US$ 1,6 bi - veja mais notí­cias em https://t.co/zdm4sINdLp",0,0
Tue Oct 20 12:53:29 +0000 2020,1318535810426327047,Não tem como defender estatização de empresas. Olha essa merda de Petrobras? Ano após ano se descobre a sujeira da corrupção. Quebra logo esse monopólio e deixa as empresas explorarem essa merda de petróleo logo. https://t.co/l2PUiITmSq,1,0
Tue Oct 20 12:51:13 +0000 2020,1318535242693697536,PF NAS RUAS: FASE 77 DA OPERAÇÃO LAVA JATO NO RIO INVESTIGA PROPINAS NA PETROBRAS NOS GOVERNOS LULA E DILMA https://t.co/Hgd4ei4mch via @TerraBrasilnot,0,0
Tue Oct 20 12:49:47 +0000 2020,1318534880456749056,"Nova fase da Lava Jato apura suposta fraude em venda de combustíveis na Petrobras (#PETR4).

https://t.co/4ki0xS8vPO",0,0
Tue Oct 20 12:49:07 +0000 2020,1318534714777571330,Polícia Federal deflagra 77ª fase da Lava-Jato com investigação sobre fraudes na Petrobras https://t.co/5idd99E2td,3,40
Tue Oct 20 12:48:49 +0000 2020,1318534639020085248,Lava Jato: 77ª fase investiga propina em operações internacionais de diesel e querosene de avião pela Petrobras | Paraná | G1 https://t.co/ToDULZIHBO,1,5
Tue Oct 20 12:48:00 +0000 2020,1318534430206627841,"...PETROBRÁS DOS ""CUMPANHERO"", DE NOVO NA BERLINDA, @senadorhumberto !...
....EXPLICA AÍ PRÁ NÓS, SENADOR! https://t.co/Yxj4NOLHfy https://t.co/JsPWfxYMY2",4,2
Tue Oct 20 12:46:16 +0000 2020,1318533997992050690,PF NAS RUAS: FASE 77 DA OPERAÇÃO LAVA JATO NO RIO INVESTIGA PROPINAS NA PETROBRAS NOS GOVERNOS LULA E DILMA https://t.co/KdFvPmcyZb via @TerraBrasilnot,0,0
Tue Oct 20 12:46:14 +0000 2020,1318533988668133376,Lava Jato: 77ª fase investiga propina em operações internacionais de diesel e querosene de avião pela Petrobras | Paraná | G1 https://t.co/HxqBYlqSce Ué bozo não disse que tinha acabado com a Corrupção?,0,0
Tue Oct 20 12:45:49 +0000 2020,1318533881549770753,Lava Jato: 77ª fase investiga propina em operações internacionais de diesel e querosene de avião pela Petrobras | Paraná | G1 ... PF A TODO VAPOR DEPOIS DA SAIDA DE SERGIO MORO DO SEU CONTROLE..!! https://t.co/EGcHpsLw0q,0,0
Tue Oct 20 12:45:03 +0000 2020,1318533690184638465,Lava Jato: Polícia Federal cumpre mandados por fraudes e propinas em operações da Petrobras #lavajato #policiafederal #petrobras #bnews https://t.co/dyhSEvvJPw,0,2
Tue Oct 20 12:45:00 +0000 2020,1318533676725006338,Lava Jato: 77ª fase investiga propina em operações internacionais de diesel e querosene de avião pela Petrobras #G1 #G1PR https://t.co/AM4Z7jfEjk https://t.co/OSL3v9THNx,3,3
Tue Oct 20 12:44:50 +0000 2020,1318533634249416704,"Funcionários da Petrobras levaram R$ 12 milhões em propina, diz Lava Jato sobre nova fase da operação

https://t.co/ATw92aZ9BX",93,252
Tue Oct 20 12:44:45 +0000 2020,1318533613235982336,"Lava Jato deflagra operação contra 'esquema criminoso' na Petrobras: 3,3... https://t.co/J5M0RbnhvT via @YouTube",0,0
Tue Oct 20 12:42:46 +0000 2020,1318533114168303618,"Em dia de agenda fraca, o Ibovespa deve seguir o humor das bolsas internacionais. Por aqui, os investidores aguardam os dados de produção e vendas da Petrobras, a ser divulgado após o fechamento do mercado. #CallMatinal https://t.co/xczJzmICVS",0,0
Tue Oct 20 12:40:04 +0000 2020,1318532435638951936,"O Ibovespa definitivamente pegou um gostinho pela contramão nestes tempos de pandemia. Ontem o principal índice da B3 conseguiu fechar em alta de 0,35% mesmo com o forte recuo em Wall Street. O que manteve a Bolsa brasileira no azul foi o bom desempenho das ações da Petrobras.",0,14
Tue Oct 20 12:39:15 +0000 2020,1318532231732908032,"A PF, em conjunto com o @MPF_PGR,  cumpre 7 mandados judiciais no Rio de Janeiro na nova fase da #LavaJato, para investigar supostas práticas criminosas na antiga Diretoria de Abastecimento da Petrobras.
Saiba mais: https://t.co/mUMH1c6JsJ https://t.co/ycZd87OGVE",0,0
Tue Oct 20 12:39:09 +0000 2020,1318532206176894976,"Polícia Federal cumpre mandados por fraudes na Petrobras na 77ª fase da operação Lava Jato
Foto: Marcelo Camargo/Agência Brasil
https://t.co/HL9Pno4jzK https://t.co/k5yfrODjA0",0,1
Tue Oct 20 12:38:50 +0000 2020,1318532126900428806,Lava Jato: 77ª fase investiga propina em operações internacionais de diesel e querosene de avião pela Petrobras https://t.co/w6Ik1wIpvt,0,0
Tue Oct 20 12:37:37 +0000 2020,1318531819717992450,"Ué? As moretes fãs do marreco traira , as antas e o movimento fica no carro falaram ""ain Bolsonaro ain acabou a lava jato"".
Lava Jato: Polícia Federal cumpre mandados por fraudes na Petrobras https://t.co/ABZdJTpsap via @AgoraNoticiasBr",30,47
Tue Oct 20 12:37:31 +0000 2020,1318531795638456321,"Polícia Federal inicia operação que investiga fraudes na Petrobras
https://t.co/YWzIsA7CSX",1,1
Tue Oct 20 12:36:18 +0000 2020,1318531487541637121,"A corrupçao implantada pelo PT na Petrobrás, vai bem mais fundo que o Pré-Sal!
Lula; Dilma; Dirceu; Gleisi; PT... ladroes miseráveis!! 
Deveriam estar em prisão perpetua!inacreditável!! https://t.co/ljH16YaCvf",0,0
Tue Oct 20 12:35:39 +0000 2020,1318531322479083521,"Lava Jato deflagra operação contra 'esquema criminoso' na Petrobras: 3,3 bilhões de litros... https://t.co/NytEJJWA1I",0,0
Tue Oct 20 12:35:04 +0000 2020,1318531177670676480,Lava Jato: Funcionários da Petrobras levaram R$ 12 milhões em propina,0,1
Tue Oct 20 12:33:59 +0000 2020,1318530905414262787,Lava Jato investiga corrupção no comércio internacional de combustível pela Petrobras https://t.co/4k8etk8eVE,0,0
Tue Oct 20 12:33:25 +0000 2020,1318530763000774658,"Em nova fase da Lava Jato, PF cumpre mandados no RJ

Agentes apuram supostas irregularidades na Petrobras...
https://t.co/1qAFKGfMkq",0,2
Tue Oct 20 12:32:34 +0000 2020,1318530549238140929,"A @UOL citando o parecer produzido sobre Covid-19 relacionado ao trabalho na área de economia. Tem muito a dizer...
https://t.co/Iq7V3opLZM https://t.co/JCMVidSgKW",0,0
Tue Oct 20 12:32:00 +0000 2020,1318530404886917121,[síntese] Ação ocorre em Niterói e no Rio e envolve negócios com óleos combustíveis e derivados de petróleo #NotíciaAtual https://t.co/LixAYQ8qzs,0,0
Tue Oct 20 12:31:43 +0000 2020,1318530333617389569,Lava Jato 77 faz buscas contra ex-executivos da Petrobrás por venda de informações privilegiadas e propina de R$ 12 mi em comércio de diesel e querosene de aviação @estadao:  https://t.co/aQYUgZOox9,0,0
Tue Oct 20 12:30:58 +0000 2020,1318530147088302080,"Pensem em uma turma de alma lavada.

Prazer, Blau Motorsport!

#StockCar #Pirelli #Chevrolet #Petrobras #Toyota #Lubrax #Frasle #Fremax #Viemar #Blau #Transzero #SporTV https://t.co/uhY23VPYQJ",1,14
Tue Oct 20 12:30:18 +0000 2020,1318529977223204866,"Lava Jato: Funcionários da Petrobras levaram R$ 12 milhões em propina.
Investigações apontam que valor teria sido movimentado de 2005 a 2015 e envolveu a compra de mais de 3,3 bilhões de litros de combustíveis.
https://t.co/QcGBvJ8T5B via @portalr7",1,1
Tue Oct 20 12:29:55 +0000 2020,1318529881475600384,++Nova fase da Lava Jato apura suposta fraude em venda de combustíveis na Petrobras (Reuters),1,26
Tue Oct 20 12:27:21 +0000 2020,1318529234239954944,"DE VOLTA ? - Há corrupção atualmente?: Deflagrada hoje, a 77ª fase da Operação  Lava Jato mira suspeitas em operações comerciais da Petrobras https://t.co/mx9scv2zig via @UOLNoticias @UOL",2,5
Tue Oct 20 12:27:16 +0000 2020,1318529216518959106,"Lava Jato: PF faz operação no RJ contra pessoas ligadas à diretoria da Petrobras.
A ação, realizada na cidade do Rio de Janeiro e em Niterói, investiga indivíduos acusados de práticas criminosas na antiga diretoria de abastecimento da Petrobras.
 | CNN Brasil [object Object]",0,1
Tue Oct 20 12:26:40 +0000 2020,1318529065331150848,As fraudes ocorriam em negociações de óleos combustíveis entre a empresa brasileira e companhias estrangeiras.  #Negócios #PETR3 #PETR4 https://t.co/7ooakzTrY3,0,0
Tue Oct 20 12:26:32 +0000 2020,1318529030405066752,#LavaJato #Petrobrás Lava Jato: 77ª fase investiga propina em operações internacionais de diesel e querosene de avião pela Petrobras https://t.co/SXoSHt4GWv,27,68
Tue Oct 20 12:26:27 +0000 2020,1318529010557702144,"Lava Jato deflagra operação contra 'esquema criminoso' na Petrobras: 3,3 bilhões de litros de combustível https://t.co/uBmOmqGcbh https://t.co/yvxDcYnadk",14,39
Tue Oct 20 12:25:00 +0000 2020,1318528643212083203,Lava Jato: Funcionários da Petrobras levaram R$ 12 milhões em propina  https://t.co/5Y28Z3P5Wd #JornalDaRecord #JR24H https://t.co/qLk4BZXLUk,8,19
Tue Oct 20 12:24:36 +0000 2020,1318528543828180994,Põe para quebrar...Lava Jato: 77ª fase investiga propina em operações internacionais de diesel e querosene de avião pela Petrobras https://t.co/TOmWK5H8IK via @AgoraNoticiasBr,3,8
Tue Oct 20 12:24:35 +0000 2020,1318528540338511873,PF NAS RUAS: FASE 77 DA OPERAÇÃO LAVA JATO NO RIO INVESTIGA PROPINAS NA PETROBRAS NOS GOVERNOS LULA E DILMA https://t.co/5T4gdq5eMv,3,13
Tue Oct 20 12:23:24 +0000 2020,1318528241733349377,$PETR4 - PETROBRAS (PETR-N2) - Outros Comunicados ao Mercado - 20/10/20 https://t.co/5UK4yoHo7Z,0,0
Tue Oct 20 12:23:10 +0000 2020,1318528182430109702,$PETR4 - PETROBRAS (PETR-N2) - Outros Comunicados ao Mercado - 20/10/20 https://t.co/Wgl6k4TUG9,0,0
Tue Oct 20 12:22:57 +0000 2020,1318528129275744256,$PETR4 - PETROBRAS (PETR-N2) - Outros Comunicados ao Mercado - 20/10/20 https://t.co/SMTlqGS2gE,0,0
Tue Oct 20 12:22:46 +0000 2020,1318528082534408192,$PETR4 - PETROBRAS (PETR-N2) - Outros Comunicados ao Mercado - 20/10/20 https://t.co/irGUqYZdnA,0,0
Tue Oct 20 12:22:42 +0000 2020,1318528064012300293,$PETR4 - PETROBRAS (PETR-N2) - Outros Comunicados ao Mercado - 20/10/20 https://t.co/2FGiiqh48N,0,0
Tue Oct 20 12:22:41 +0000 2020,1318528061957148672,$PETR3 - PETROBRAS (PETR-N2) - Outros Comunicados ao Mercado - 20/10/20 https://t.co/wp0d2aVcKe,0,0
Tue Oct 20 12:22:34 +0000 2020,1318528031703662592,$PETR4 - PETROBRAS (PETR-N2) - Outros Comunicados ao Mercado - 20/10/20 https://t.co/bGzfXCmenE,0,0
Tue Oct 20 12:22:34 +0000 2020,1318528029732327424,$PETR3 - PETROBRAS (PETR-N2) - Outros Comunicados ao Mercado - 20/10/20 https://t.co/bFEDi4d8wk,0,0
Tue Oct 20 12:22:12 +0000 2020,1318527937575047170,$PETR4 - PETROBRAS (PETR-N2) - Outros Comunicados ao Mercado - 20/10/20 https://t.co/yxAJtlFlcd,0,0
Tue Oct 20 12:22:11 +0000 2020,1318527935477841924,$PETR3 - PETROBRAS (PETR-N2) - Outros Comunicados ao Mercado - 20/10/20 https://t.co/tGgKCIEvQK,0,0
Tue Oct 20 12:21:59 +0000 2020,1318527886656241664,Uma bagatela de um salário de um engenheiro da Petrobras em um computador é de cair o cu da bunda https://t.co/ZHu7zDIfkm,0,3
Tue Oct 20 12:21:34 +0000 2020,1318527778095058944,Acabei de ler no https://t.co/sfoFNfjbeD https://t.co/ZmewOkE5NT,2,7
Tue Oct 20 12:20:25 +0000 2020,1318527488692289536,Lava Jato: 77ª fase investiga propina em operações internacionais de diesel e querosene de avião pela Petrobras https://t.co/wWJzJtUnN2,0,1
Tue Oct 20 12:19:41 +0000 2020,1318527307259269123,Lava Jato faz operação contra ex-executivos da Petrobrás por propinas e venda de informações privilegiadas https://t.co/8qtPIviXQn via @A,8,16
Tue Oct 20 12:19:38 +0000 2020,1318527293535490048,"Lava Jato: 77ª fase investiga propina em operações internacionais de diesel e querosene de avião pela Petrobras
https://t.co/9cijmCd9g5",0,0
Tue Oct 20 12:18:35 +0000 2020,1318527028694495237,"Lava Jato: PF faz operação no RJ contra pessoas ligadas à diretoria da Petrobras, no Brasil e no exterior, que entre os anos de 2005 a 2015, teriam recebido cerca de R$ 12 milhões para beneficiar empresa estrangeira.

https://t.co/J24iFn0qi8",168,658
Tue Oct 20 12:18:22 +0000 2020,1318526976009920513,$PETR4 - Petrobras: Nova fase da Lava Jato apura suposta fraude em venda de combustíveis https://t.co/2XWynwQR5F,0,0
Tue Oct 20 12:18:08 +0000 2020,1318526915871997952,$PETR4 - Petrobras: Nova fase da Lava Jato apura suposta fraude em venda de combustíveis https://t.co/5nFpidGGLr,0,0
Tue Oct 20 12:17:55 +0000 2020,1318526862784692228,$PETR4 - Petrobras: Nova fase da Lava Jato apura suposta fraude em venda de combustíveis https://t.co/ZhLGFkKoje,0,0
Tue Oct 20 12:17:45 +0000 2020,1318526818949935104,$PETR4 - Petrobras: Nova fase da Lava Jato apura suposta fraude em venda de combustíveis https://t.co/8v14kJc9kv,0,0
Tue Oct 20 12:17:40 +0000 2020,1318526799803015171,$PETR4 - Petrobras: Nova fase da Lava Jato apura suposta fraude em venda de combustíveis https://t.co/YPuOlZfHnW,0,0
Tue Oct 20 12:17:40 +0000 2020,1318526797756174337,$PETR3 - Petrobras: Nova fase da Lava Jato apura suposta fraude em venda de combustíveis https://t.co/TubbRoC6lg,0,0
Tue Oct 20 12:17:32 +0000 2020,1318526765279682560,$PETR4 - Petrobras: Nova fase da Lava Jato apura suposta fraude em venda de combustíveis https://t.co/reoosIgJwz,0,0
Tue Oct 20 12:17:32 +0000 2020,1318526763316793345,$PETR3 - Petrobras: Nova fase da Lava Jato apura suposta fraude em venda de combustíveis https://t.co/tQmnTknP5q,0,0
Tue Oct 20 12:17:12 +0000 2020,1318526680080781313,"Ordens judiciais são cumpridas no Rio e em Niterói, na Região Metropolitana. Alvos são ligados à diretoria de abastecimento da Petrobras, e as investigações são desdobramentos de outras três fases da Lava-jato que apuraram pagamento de propina. #NoArNaCBN
https://t.co/PnT3RIC7ms",2,7
Tue Oct 20 12:17:11 +0000 2020,1318526677937475586,$PETR4 - Petrobras: Nova fase da Lava Jato apura suposta fraude em venda de combustíveis https://t.co/uYHfnkKGqU,0,0
Tue Oct 20 12:17:11 +0000 2020,1318526675848744961,$PETR3 - Petrobras: Nova fase da Lava Jato apura suposta fraude em venda de combustíveis https://t.co/PXmXVlz14I,0,0
Tue Oct 20 12:17:08 +0000 2020,1318526663433592833,"A operação, batizada de Sem Limites IV, visa aprofundar as investigações na antiga Diretoria de Abastecimento da Petrobras
https://t.co/abtTq7Vtr2",0,0
Tue Oct 20 12:17:03 +0000 2020,1318526642399174656,"Operação Lava Jato: pela 77ª fase, Polícia Federal cumpre mandados por fraudes na Petrobras https://t.co/9inztDLCCU",0,0
Tue Oct 20 12:16:21 +0000 2020,1318526468780134400,"@VemPraRua_br 
Ue a lava jato nao acabou? kkk
https://t.co/60iTg2tG6v https://t.co/WQF08Yt82E",0,0
Tue Oct 20 12:16:10 +0000 2020,1318526419752964096,"Novo post: Lava Jato: Polícia Federal cumpre mandados por fraudes na Petrobras https://t.co/0tbW3vDKJI
Policiais federais cumprem hoj",0,0
Tue Oct 20 12:16:09 +0000 2020,1318526418628845570,Seis agentes públicos participavam do esquema ilegal. SAIBA MAIS: https://t.co/0tbW3vDKJI https://t.co/ZindIoP9ae,0,0
Tue Oct 20 12:15:58 +0000 2020,1318526372218896384,"A Polícia Federal realiza agora, no Rio de Janeiro, uma nova fase da Operação Lava Jato. Os alvos são ligados à diretoria de abastecimento da Petrobras. #BoraBrasil #BandJornalismo https://t.co/DKvqQHA71n",2,9
Tue Oct 20 12:15:40 +0000 2020,1318526293776887809,"Policiais federais cumprem hoje (20) sete mandados de busca e apreensão na 77ª fase da operação Lava Jato, no Rio de Janeiro e em Niterói.  ##OPERAÇÃO #LavaJato #MANDADOS #petrobras #policiafederal https://t.co/9uq1cBKq6E",0,0
Tue Oct 20 12:15:00 +0000 2020,1318526126675927041,"#LavaJato: Operação Sem Limites IV, desencadeada pela PF, é a 77ª fase https://t.co/VT9GVa71z6",0,2
Tue Oct 20 12:13:54 +0000 2020,1318525849348591623,Os alvos são ligados à diretoria de abastecimento da Petrobras: https://t.co/d3eVoXW4KK #BomDiaBrasil,2,14
Tue Oct 20 12:13:50 +0000 2020,1318525833921892352,Polícia Federal deflagra 77ª fase da Lava-Jato com investigação sobre fraudes na Petrobras https://t.co/IIGFOisAft via @InfoMoney,0,0
Tue Oct 20 12:11:21 +0000 2020,1318525208119173120,"Seis agentes públicos participavam do esquema ilegal, segundo investigações. 

https://t.co/BXgwYmVOcN",0,0
Tue Oct 20 12:10:35 +0000 2020,1318525016473014273,"Com todos os erros do Lula e sua turma do PT  o dinheiro saqueado dos cofres públicos foram investidos no país com cachaça e Caviar, Enquanto o Desmonte do país pelo Capitão Bolsonaro, nossas divisas estão sendo enviadas para os EUA, para pagar os dividendos da Petrobrás",0,0
Tue Oct 20 12:10:32 +0000 2020,1318525003441360896,"Muito bom acordar com a PF prendendo bandido petista.
Lava Jato: Polícia Federal cumpre mandados por fraudes na Petrobras https://t.co/ab70nhqqSw via @AgoraNoticiasBr",3,3
Tue Oct 20 12:10:00 +0000 2020,1318524868158197760,"Nossa próxima live acontece amanhã, dia 21 de outubro, às 18h, com Maria Goretti, Advogada e Criadora do PTinder. Não perca! Participe e compartilhe: https://t.co/CrQNXcEpym

#categoriapetroleira #baciadecampos #rj #nortefluminense #sndipetronf #live #petrobrás #PetrobrasFica https://t.co/XkabqfL28C",1,1
